Id,Label,timeset,componentnumber,degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
549,"Sun,Hui",,25,2,6,0.322835,0.402846,0
472,"Eom,Hyeonsang",,89,10,3,0.606061,0.725,0.000074
975,W.Liu,,1,9,8,0.218148,0.245303,0.002417
1203,M.Wasi-ur-Rahman,,99,4,2,0.7,0.785714,0
1516,ChaoweiYang,,145,7,1,1,1,0
1567,"Bahn,H.",,86,3,3,0.458333,0.560606,0
1436,R.Mythili,,102,3,1,1,1,0
843,N.Shahidi,,1,5,10,0.155912,0.179493,0
428,"Lu,Xiaoyi",,170,6,1,1,1,0.000001
919,"Koshia,Janak",,171,1,1,1,1,0
1126,"Liao,Jianwei",,129,3,1,1,1,0
2130,"Wang,Na",,47,4,2,0.642857,0.722222,0
412,DavurS.Clementsen,,172,1,1,1,1,0
384,M.Cao,,1,14,9,0.213071,0.2506,0
234,YuHua,,5,6,2,0.625,0.7,0
1419,"Anware,A.",,18,9,4,0.5,0.638889,0.000004
330,Eun-MiLee,,32,23,1,1,1,0
2224,"Oldfield,Ron",,151,4,2,0.7,0.785714,0
677,Y.Ni,,1,1,13,0.141204,0.157989,0
1471,"Mao,B.",,104,4,2,0.75,0.833333,0
786,Q.Shi,,68,5,2,0.666667,0.75,0
1958,R.Grout,,1,7,10,0.189566,0.221252,0.000507
977,X.Liao,,1,4,8,0.2125,0.232788,0
63,"Park,Nohhyun",,133,4,1,1,1,0
882,NaWang,,111,3,2,0.666667,0.75,0
337,Jung-BaeLee,,32,23,1,1,1,0
1526,"Liu,Mingchao",,85,4,1,1,1,0
1136,"Karim,MohdBazliAb",,30,3,1,1,1,0
2177,"Kandemir,Mahmut",,151,3,2,0.636364,0.714286,0
747,Z.Shao,,1,18,10,0.216758,0.272996,0.003778
1634,"Wang,P.",,69,1,1,1,1,0
108,"De,Arup",,20,5,3,0.5,0.587719,0
1787,"Yao,Bin",,9,6,2,0.666667,0.75,0
2062,"Tang,Bing",,139,1,1,1,1,0
579,"Lee,Sungjin",,19,3,4,0.454545,0.575,0
1245,L.C.E.Bona,,58,5,2,0.777778,0.857143,0
1428,M.Dorier,,82,4,1,1,1,0
130,"Guo,Zhiliang",,94,3,2,0.8,0.875,0
790,"Feng,D.",,18,4,4,0.413793,0.506944,0
480,P.Olivier,,73,2,2,0.625,0.7,0
209,"Jiang,Congfeng",,115,6,1,1,1,0
957,JieZhou,,173,3,1,1,1,0
1073,H.Y.Yeom,,1,3,11,0.159785,0.192229,0.000075
1037,"Fengli,Zhou",,174,1,1,1,1,0
1049,D.K.Panda,,99,6,2,0.875,0.928571,0.000001
955,S.Matsuoka,,1,4,11,0.151592,0.18571,0
537,"Zhang,X.",,51,6,1,1,1,0.000002
819,K.Zhong,,1,6,11,0.202209,0.247282,0.000025
1555,P.P.C.Lee,,1,3,11,0.16482,0.191714,0
307,V.Gleyzer,,31,6,1,1,1,0
965,B.Dong,,1,12,11,0.186593,0.2252,0.000776
1044,T.Yoshinaga,,158,5,1,1,1,0
858,"Lee,PatrickP.C.",,90,2,2,0.625,0.7,0
514,"Gim,Jongmin",,117,3,1,1,1,0
612,C.Shaobin,,175,3,1,1,1,0
46,X.Ruan,,1,6,12,0.142217,0.161241,0
759,YongkunLi,,176,3,1,1,1,0
1511,Y.Dong,,1,3,11,0.171346,0.197683,0
1667,"Mayers,C.",,123,8,1,1,1,0
2143,"Dongri,Yamg",,177,2,1,1,1,0
2020,J.Planas,,66,15,1,1,1,0
890,LaurentLemarchand,,22,8,1,1,1,0.000004
875,"Xiao,Liquan",,41,5,2,0.692308,0.777778,0
1741,"Kim,Young-Jin",,156,1,1,1,1,0
291,D.U.Lee,,1,7,12,0.148472,0.188872,0
1078,X.Shi,,1,6,9,0.21374,0.245993,0.001277
319,SeongmooHeo,,32,23,1,1,1,0
740,"Kotselidis,C.",,178,3,1,1,1,0
382,C.Wu,,1,23,8,0.239557,0.287805,0.01075
908,H.Jo,,1,5,11,0.163181,0.191977,0
753,D.Singh,,119,3,1,1,1,0
900,"Hu,Yimin",,25,2,9,0.182222,0.262282,0
1661,Z.He,,1,4,11,0.168436,0.200251,0.000391
796,T.Li,,1,6,11,0.181402,0.213902,0.001335
360,K.Kim,,1,24,10,0.177944,0.241639,0.000071
2190,"Nijim,Yousef",,25,5,8,0.245509,0.351713,0.000039
1622,"Wang,Jiayin",,20,3,3,0.475,0.535088,0
1447,XinyanZhang,,5,7,2,0.652174,0.733333,0
240,F.Wang,,1,7,12,0.167724,0.197002,0.000123
64,"Lilja,DavidJ.",,133,4,1,1,1,0
523,P.Halvorsen,,149,3,1,1,1,0
448,D.Tang,,1,3,12,0.147277,0.163277,0
1768,"Lim,Seung-Ho",,179,2,1,1,1,0
1421,"Salman,M.",,18,9,4,0.5,0.638889,0.000004
1708,NanQiao,,137,6,1,1,1,0
1242,XiaofeiLiao,,169,4,2,0.642857,0.722222,0
321,HoonLee,,32,23,1,1,1,0
1522,WeiweiSong,,145,7,1,1,1,0
936,"Qin,X.",,27,7,1,1,1,0.000007
585,A.Madan,,50,8,1,1,1,0
1716,L.A.D.Bathen,,1,5,11,0.203072,0.246748,0.000276
1357,S.Swanson,,1,7,11,0.160215,0.18587,0
1811,"Bahn,Hyokyung",,98,3,1,1,1,0
59,J.Bent,,180,1,1,1,1,0
323,JaesungAhn,,32,23,1,1,1,0
1151,C.Rodriguez,,181,4,1,1,1,0
1129,"Ishikawa,Yutaka",,129,3,1,1,1,0
1143,"Fortes,JoseA.B.",,60,2,2,0.625,0.7,0
586,L.Pabon,,50,8,1,1,1,0
749,Y.Hu,,182,1,1,1,1,0
1666,"Andrews,A.",,123,8,1,1,1,0
708,K.Zhao,,1,5,11,0.181402,0.215186,0.000113
1413,MinyiGuo,,183,5,1,1,1,0
226,"Ran,Qiangjun",,41,4,2,0.642857,0.722222,0
2042,"Ma,Xiaosong",,24,3,2,0.588235,0.65,0
1722,S.Ahmadian,,46,2,2,0.75,0.833333,0
1294,"Gan,Yanglan",,59,3,1,1,1,0
2197,"Wang,Junjie",,47,3,2,0.6,0.666667,0
998,ShadiIbrahim,,169,5,2,0.692308,0.777778,0
1922,"Liang,Weihao",,2,2,5,0.348214,0.401282,0
746,LiyanQiao,,1,4,11,0.197592,0.237882,0
615,Y.Lu,,1,4,10,0.19702,0.224841,0.000335
422,"Moon,Sangwhan",,89,3,5,0.285714,0.389167,0
628,"Han,S.",,13,4,1,1,1,0
2142,"Ying,Wang",,177,2,1,1,1,0
1440,S.Jin,,1,4,12,0.153747,0.173972,0
653,X.Xu,,1,3,11,0.16,0.181669,0
1075,W.Jin,,1,2,12,0.156734,0.176607,0
1160,"Jia,Zhiping",,184,2,1,1,1,0
1882,"Wu,Jie-ting",,33,5,5,0.320755,0.490196,0
55,S.Manoj,,81,4,1,1,1,0
2064,"Betke,Eugen",,141,1,1,1,1,0
255,H.Asadi,,46,3,1,1,1,0
1951,K.H.Park,,185,1,1,1,1,0
1374,J.Huang,,1,5,10,0.196776,0.227405,0.003557
669,D.Wu,,1,4,11,0.172464,0.20141,0
792,"Xia,W.",,18,4,4,0.413793,0.506944,0
1910,"Gupta,Neha",,6,4,1,1,1,0
1990,"Xiong,Jinbo",,114,4,1,1,1,0
56,S.Raftirad,,81,4,1,1,1,0
97,"Salk,Jürgen",,65,8,1,1,1,0
1541,"Li,Jie",,9,12,1,1,1,0.000027
2150,"Kim,Minkyong",,24,7,2,0.769231,0.85,0
1043,H.Irie,,158,5,1,1,1,0
440,"Li,Tao",,166,4,1,1,1,0
1482,"Quanxin,Z.",,132,6,1,1,1,0
1668,"Evans,D.",,123,8,1,1,1,0
1976,CésarAcevedo,,167,3,1,1,1,0
1237,A.Gavrilovska,,1,5,12,0.138252,0.156138,0
1527,"Pan,Yifan",,85,4,1,1,1,0
1218,"Park,Sangsoo",,127,3,1,1,1,0
534,"Xing,Chunxiao",,62,3,1,1,1,0
458,"Talwar,Vanish",,45,4,1,1,1,0
1877,"Lee,Y.",,86,2,3,0.478261,0.545455,0
2008,"Ma,Jeonghyeon",,140,1,1,1,1,0
259,YifengLuo,,84,3,1,1,1,0
1857,J.Piernas,,58,2,2,0.583333,0.642857,0
283,"Cao,Qiang",,25,7,6,0.29927,0.406911,0.000246
835,S.Li,,1,6,11,0.200168,0.24409,0.000183
1422,"Li,D.",,18,9,4,0.5,0.638889,0.000004
1915,"Tan,ChiuC.",,20,4,3,0.487179,0.561404,0
872,"Lee,Junghee",,186,4,1,1,1,0
1055,G.Zhang,,1,6,9,0.226775,0.267444,0.002033
1730,"Yang,Lin",,144,5,1,1,1,0
566,B.Mao,,1,4,10,0.175,0.200772,0.000077
136,"Ruan,Xiaojun",,25,7,7,0.29927,0.443438,0.000028
1148,A.Santos,,181,4,1,1,1,0
913,S.Nie,,1,4,9,0.19933,0.221444,0
783,B.Wu,,68,5,2,0.666667,0.75,0
266,"Yang,Zhengyu",,20,14,2,0.791667,0.868421,0.000025
1975,JihongKim,,187,1,1,1,1,0
1986,"Liu,Guangming",,33,6,3,0.515152,0.627451,0.000051
115,Y.Wang,,1,46,10,0.23717,0.326937,0.01857
84,"Yang,Joon-Sung",,188,1,1,1,1,0
695,"Zhang,Shuangwu",,76,6,2,0.625,0.7,0
733,L.Wang,,1,10,9,0.214318,0.250293,0.002479
2171,SongJiang,,87,3,1,1,1,0
172,K.Koh,,1,3,12,0.140206,0.171408,0.000002
581,"Kim,Youngjin",,19,3,4,0.454545,0.575,0
1000,SongWu,,169,5,2,0.692308,0.777778,0
578,"Du,DavidH.C.",,48,9,1,1,1,0.000013
1655,"Rim,K.W.",,86,3,3,0.5,0.590909,0
1900,ShuqiangHuang,,72,4,2,0.833333,0.9,0
1549,"Shipman,G.M.",,18,5,4,0.5,0.576389,0.000014
964,X.Li,,1,7,12,0.183288,0.221915,0.001206
2162,JesnaFathima,,92,1,1,1,1,0
501,W.W.Ro,,189,1,1,1,1,0
509,"Shin,DongIn",,89,4,4,0.408163,0.504167,0
554,S.Park,,1,2,11,0.151544,0.183959,0
694,"Chen,Yu",,76,6,2,0.625,0.7,0
36,"R,KrishK.",,190,2,1,1,1,0
1434,P.Rajeshwari,,102,3,1,1,1,0
515,"Hwang,Taeho",,117,3,1,1,1,0
431,"Lee,HyoJ.",,35,6,1,1,1,0
883,LihuaYue,,111,3,2,0.666667,0.75,0
2101,"Wang,Fang",,76,3,2,0.555556,0.6,0
87,S.Hahn,,106,2,1,1,1,0
939,"Koo,Donghun",,89,4,3,0.47619,0.55,0.000013
582,"Kim,Jihong",,19,4,3,0.588235,0.683333,0.000018
626,A.Bilas,,128,6,1,1,1,0.000005
1468,Z.Shen,,1,2,11,0.148056,0.161537,0
780,"Chai,Yun-Peng",,25,3,7,0.288732,0.390592,0
1210,R.C.Chiang,,97,2,1,1,1,0
1100,B.Chapman,,83,2,2,0.583333,0.642857,0
959,YanyanShen,,173,3,1,1,1,0
1453,D.Luo,,1,5,11,0.172902,0.197792,0
560,Y.Chang,,1,4,10,0.162791,0.18155,0
1495,B.Zhu,,1,5,8,0.203593,0.229539,0.00135
803,PingLuo,,191,3,1,1,1,0
306,E.Robinson,,31,6,1,1,1,0
1646,"Liu,Wei",,2,5,3,0.458824,0.512821,0.000074
2144,"Peng,Liu",,177,2,1,1,1,0
1598,G.Liu,,1,3,11,0.175711,0.197001,0.000083
721,H.Sun,,1,3,11,0.166783,0.189895,0.000208
485,S.Guo,,83,5,2,0.777778,0.857143,0
782,"Liu,Yao-Hong",,25,3,7,0.288732,0.390592,0
870,"Paik,Joon-Young",,186,4,1,1,1,0
1593,"Gropp,William",,2,9,5,0.410526,0.533761,0
86,M.P.Mesnier,,106,2,1,1,1,0
1928,"Zhou,Xuehai",,101,3,2,0.615385,0.6875,0
1321,"Dalibard,Valentin",,192,3,1,1,1,0
145,G.M.Shipman,,1,4,11,0.170426,0.199888,0
510,"Yu,YoungJin",,89,4,4,0.408163,0.504167,0
736,L.Shi,,1,8,9,0.202037,0.236027,0.000481
236,ShuangwuZhang,,5,6,2,0.625,0.7,0
1805,X.Yang,,1,4,12,0.163912,0.189986,0
1116,P.Mishra,,164,2,1,1,1,0
1540,"Wu,Chentao",,9,6,2,0.666667,0.75,0.000002
1995,"Kumbhar,PramodS.",,91,14,1,1,1,0
227,"Chen,Xian",,3,2,1,1,1,0
250,E.Saule,,1,8,9,0.183571,0.217503,0
2052,"Marazakis,Manolis",,161,4,1,1,1,0
1472,"Wu,S.",,104,4,2,0.75,0.833333,0
577,"Wen,Hao",,48,6,2,0.75,0.833333,0
971,T.Härder,,1,5,12,0.180235,0.212606,0
1485,Y.Hua,,1,3,12,0.164991,0.19907,0.000664
1974,Young-JinKim,,187,1,1,1,1,0
1166,"(DK)Panda,DhabaleswarK.",,170,5,2,0.857143,0.916667,0
836,L.T.Yang,,1,9,11,0.202553,0.250095,0.000882
2151,"Lei,Hui",,24,7,2,0.769231,0.85,0
1042,Y.Terada,,158,5,1,1,1,0
805,JingLi,,191,3,1,1,1,0
477,H.Wu,,1,4,11,0.163014,0.18526,0
849,"Kim,Jungkil",,19,3,5,0.333333,0.498333,0
1300,"Park,Sanghyun",,110,3,1,1,1,0
2073,"Kwak,Dongho",,105,4,1,1,1,0
690,"Feng,Dan",,76,15,1,1,1,0.000046
1705,TaoZhang,,137,6,1,1,1,0
571,"Shin,Dongkun",,19,5,4,0.5,0.675,0.000011
1040,R.Kudo,,158,5,1,1,1,0
798,P.Jin,,1,4,13,0.14133,0.16114,0
324,DukMinKwon,,32,23,1,1,1,0
2018,F.Delalondre,,66,15,1,1,1,0
667,Z.Liu,,1,4,11,0.172464,0.20141,0
970,J.Xu,,1,8,12,0.191241,0.23363,0.001303
158,"An,LongFei",,37,4,2,0.611111,0.681818,0
281,"Yao,Jie",,25,4,7,0.246988,0.337282,0
1698,"Chang,Da-Wei",,135,2,2,0.6,0.666667,0
771,JinglingXue,,153,4,1,1,1,0
433,"Kim,Eunsam",,35,6,1,1,1,0
2194,"Wang,Rui",,47,3,2,0.6,0.666667,0
1589,"Kotsifakou,Maria",,2,9,5,0.410526,0.533761,0
846,C.R.Das,,1,5,10,0.155912,0.179493,0
423,"Lee,Jaehwan",,89,6,4,0.377358,0.516667,0.000036
354,Y.Kwon,,1,24,10,0.177944,0.241639,0.000071
1795,TahsinKurc,,63,7,1,1,1,0
973,B.Choi,,1,6,12,0.183288,0.219109,0.000073
426,"Islam,NusratSharmin",,170,6,1,1,1,0.000001
1515,FeiHu,,145,7,1,1,1,0
1441,T.Robertazzi,,1,4,12,0.153747,0.173972,0
1414,LiminXiao,,183,5,1,1,1,0
618,P.Aggarwal,,165,2,1,1,1,0
1640,Z.Qian,,1,3,11,0.171346,0.197683,0
2007,"Fitch,BlakeG.",,91,14,1,1,1,0
1984,"Lu,Youyou",,33,4,4,0.414634,0.534314,0
1773,P.Raghavan,,1,3,10,0.171841,0.198215,0
1740,M.B.Ghaznavi-Ghoushchi,,193,1,1,1,1,0
1630,G.Zhao,,1,5,12,0.17821,0.213272,0.000114
1637,"Zeng,Lingfang",,76,4,2,0.576923,0.633333,0
845,M.Arjomand,,1,5,10,0.155912,0.179493,0
743,MinHuang,,1,4,11,0.197592,0.237882,0
152,C.Filippidis,,112,1,1,1,1,0
2115,"Kang,Sooyong",,89,6,5,0.392157,0.5425,0
2085,"Wan,Ya-ping",,76,3,2,0.555556,0.6,0
1895,D.H.C.Du,,194,3,1,1,1,0
1214,T.Tokuda,,95,2,2,0.583333,0.642857,0
61,"Lei,Xiaoqiang",,133,4,1,1,1,0
1880,"Yu,Jie",,33,7,4,0.414634,0.593137,0.000042
1466,M.Nakajima,,195,1,1,1,1,0
131,"Meng,Xiaofeng",,94,4,1,1,1,0.000001
2155,"Sun,Guangyu",,160,3,2,0.8,0.875,0
1665,"Hoseinzadeh,M.",,123,8,1,1,1,0
1861,S.Bai,,1,4,11,0.198251,0.241218,0.000322
285,"Xie,Changsheng",,25,4,7,0.246988,0.337282,0
468,J.C.S.Lui,,1,4,10,0.174743,0.201814,0
2012,"Torres,Aaron",,2,6,6,0.330508,0.447863,0
1127,"Trahay,Francois",,129,3,1,1,1,0
391,J.Zhang,,1,4,11,0.141582,0.161734,0.00022
772,"Cui,Jinhua",,15,6,1,1,1,0
1604,Z.Haipeng,,159,3,1,1,1,0
1199,TheoHärder,,111,3,2,0.666667,0.75,0
43,Y.Mao,,1,6,11,0.173723,0.201819,0
854,"Petrov,Ilia",,71,3,1,1,1,0
1728,"Liu,Jian-Liang",,144,5,1,1,1,0
1200,ZhiLi,,111,3,2,0.666667,0.75,0
451,M.Chen,,1,5,11,0.172526,0.197509,0.001004
1244,BingbingZhou,,169,4,2,0.642857,0.722222,0
1863,G.Tan,,1,4,11,0.198251,0.241218,0.000322
88,S.Kim,,1,25,9,0.191626,0.252464,0.01033
1941,RuixuanLi,,0,6,1,1,1,0
1222,M.Ye,,1,2,11,0.191858,0.229016,0
1949,B.Schroeder,,121,2,1,1,1,0
584,J.Lentini,,50,8,1,1,1,0
766,K.Wen,,1,4,12,0.163686,0.199098,0.000272
1331,M.Koskas,,73,3,2,0.714286,0.8,0
1101,J.No,,196,0,0,0,0,0
220,"Wan,Shouhong",,47,5,2,0.692308,0.777778,0
296,J.H.Kim,,1,7,12,0.148472,0.188872,0
1807,J.Lakshmi,,197,1,1,1,1,0
1150,J.Taibo,,181,4,1,1,1,0
1430,F.Cappello,,82,4,1,1,1,0
205,"Wan,Jian",,115,6,1,1,1,0
2175,"Garg,Rajat",,151,3,2,0.636364,0.714286,0
349,S.Lee,,1,31,10,0.178411,0.248992,0.002051
1478,"Changyou,Z.",,132,6,1,1,1,0
211,"Wang,Jue",,115,6,1,1,1,0
1872,S.Wan,,1,4,9,0.2125,0.244508,0.00328
1285,"Thakur,Rajeev",,2,13,5,0.428571,0.585043,0.000038
2127,"Yang,Weijian",,25,3,9,0.183036,0.274477,0
2139,"Ou,Jianqiang",,4,3,2,0.8,0.875,0
1731,"Guo,Ming-Yang",,144,5,1,1,1,0
1308,"Fan,Ziqi",,48,3,2,0.6,0.666667,0
455,"Gavrilovska,Ada",,45,4,1,1,1,0
752,D.Rastogi,,119,3,1,1,1,0
444,"Yu,Weikuan",,113,2,1,1,1,0
504,"Kim,Youngjoo",,198,2,1,1,1,0
1748,G.Yang,,1,5,10,0.165106,0.186969,0.000106
297,J.H.Cho,,1,7,12,0.148472,0.188872,0
1758,ChengJi,,1,4,9,0.201014,0.226746,0.000115
1672,"Swanson,S.",,123,8,1,1,1,0
2051,"Makatos,Thanos",,161,4,1,1,1,0
814,N.J.Dingle,,155,2,1,1,1,0
530,Y.Son,,1,4,10,0.161575,0.193855,0.000202
1903,"Kwok,Yipkei",,199,4,1,1,1,0
2222,"Sehrish,Saba",,151,4,2,0.7,0.785714,0
202,"Song,NaeYoung",,89,4,4,0.465116,0.554167,0
1613,J.Mu,,1,10,10,0.191472,0.226468,0.000232
438,"Wan,Hu",,166,4,1,1,1,0
1394,"Chai,Y.",,27,2,2,0.583333,0.642857,0
1307,"Park,Dongchul",,48,3,2,0.6,0.666667,0
1431,M.Snir,,82,4,1,1,1,0
436,"Noh,SamH.",,35,6,1,1,1,0
1875,"Ahn,H.",,86,2,3,0.478261,0.545455,0
1089,"Min,Junghi",,19,4,3,0.555556,0.666667,0.000017
2048,"Zhang,Tong",,33,5,5,0.354167,0.52451,0
1323,"Yoneki,Eiko",,192,3,1,1,1,0
479,J.Boukhobza,,73,5,1,1,1,0.000004
1134,"Wei,Jun",,52,5,1,1,1,0
149,T.Lu,,1,6,11,0.179623,0.209401,0.000077
99,"Focht,Erich",,65,8,1,1,1,0
2111,"Rhee,SangYoup",,89,6,5,0.392157,0.5425,0
229,"Lu,Zhongyong",,3,2,1,1,1,0
1869,M.Gokhale,,200,3,1,1,1,0
1176,D.Qi,,1,5,10,0.181679,0.206399,0
2217,"Wu,Kaijie",,101,6,2,0.8,0.875,0
2059,"Qiu,Meikang",,25,5,7,0.292857,0.414983,0
1826,H.Koc,,23,1,1,1,1,0
625,M.D.Flouris,,128,5,2,0.857143,0.916667,0.000001
1953,S.Klasky,,1,7,10,0.189566,0.221252,0.000507
2069,"Wang,Yangyang",,201,2,2,0.583333,0.642857,0
608,J.Jeong,,125,1,1,1,1,0
874,"Xie,Xuchao",,41,5,2,0.692308,0.777778,0
911,S.Yoo,,1,5,11,0.163181,0.191977,0
430,"Doh,InHwan",,35,6,1,1,1,0
1132,"Huang,Yu",,52,5,1,1,1,0
1048,M.Wasi-Ur-Rahman,,99,4,2,0.7,0.785714,0
2004,"Germain,RobertS.",,91,14,1,1,1,0
13,H.Song,,1,2,9,0.191935,0.214378,0
767,YiWang,,153,4,1,1,1,0
1369,"Ota,Kaoru",,2,3,6,0.237805,0.312393,0
1738,"Zhuang,Yu",,2,4,5,0.364486,0.439744,0
741,"Goodacre,J.",,178,3,1,1,1,0
1606,"Rush,E.N.",,202,2,1,1,1,0
2214,"Li,Qiao",,101,6,2,0.8,0.875,0
962,R.Garg,,1,3,10,0.171841,0.198215,0
385,G.H.Chang,,1,14,9,0.213071,0.2506,0
1435,P.Pradheeba,,102,3,1,1,1,0
1505,Y.Jo,,1,3,11,0.152271,0.186655,0.000015
1945,MeikangQiu,,0,6,1,1,1,0
657,M.Kim,,1,3,11,0.152028,0.187985,0
982,X.Ma,,1,5,11,0.170977,0.203039,0.000301
1008,H.He,,1,3,12,0.140413,0.156045,0
1697,"Luo,Jhih-Cheng",,135,2,2,0.6,0.666667,0
18,H.Aít-kaci,,28,2,1,1,1,0
976,H.Liu,,1,6,8,0.217451,0.240144,0.000812
1412,ZhishengHuo,,183,5,1,1,1,0
395,"Nakashima,Kenji",,60,2,2,0.625,0.7,0
543,T.Zhang,,1,7,11,0.180989,0.218874,0.001155
1614,Q.Koziol,,1,10,10,0.191472,0.226468,0.000232
1158,"Zhang,Zhiyong",,184,2,1,1,1,0
665,M.Huang,,1,7,11,0.186156,0.223253,0.000756
1824,T.Chung,,147,2,1,1,1,0
570,"Gwak,Hyunho",,19,2,5,0.357143,0.478333,0
6,Y.Li,,1,17,10,0.194048,0.243333,0.00296
2079,"Liao,Xiangke",,130,4,1,1,1,0
1571,H.Gao,,1,3,9,0.202985,0.231538,0.001157
1868,C.Harrison,,200,3,1,1,1,0
488,Q.Wei,,1,5,9,0.187107,0.210005,0.001004
750,K.Singh,,119,3,1,1,1,0
1111,Young-SikLee,,152,4,1,1,1,0
1481,"Jun,Z.",,132,6,1,1,1,0
1224,RobertoR.Expósito,,38,3,1,1,1,0
2225,"Choudhary,Alok",,151,4,2,0.7,0.785714,0
1009,A.M.K.Cheng,,1,3,12,0.140413,0.156045,0
1530,T.Y.Kim,,1,3,12,0.132664,0.157012,0.001666
157,"Lai,MingChe",,37,4,2,0.611111,0.681818,0
1077,L.Huang,,1,2,12,0.156734,0.176607,0
1599,W.Dong,,1,3,11,0.175711,0.197001,0.000083
1026,"Feng,Bo",,2,3,6,0.322314,0.409402,0
1297,"Song,Kyungtae",,110,3,1,1,1,0
1113,Sang-HoonKim,,152,4,1,1,1,0
1733,"Xu,Lu",,144,5,1,1,1,0
1469,J.Shu,,1,2,11,0.148056,0.161537,0
770,ZiliShao,,153,4,1,1,1,0
670,C.Liu,,1,10,10,0.197839,0.244281,0.002558
1983,"Fu,Jianyu",,33,4,4,0.414634,0.534314,0
637,"Xu,X.",,104,2,2,0.6,0.666667,0
341,H.Kim,,1,27,10,0.189717,0.256262,0.006731
1972,S.Larsen,,157,1,1,1,1,0
1944,MudarSarem,,0,6,1,1,1,0
1314,"Shi,Xuanhua",,2,8,4,0.371429,0.474359,0.000038
