Id,Label,timeset,componentnumber,degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
456,"Schwan,Karsten",,45,4,1,1,1,0
693,"Huang,Fangting",,76,6,2,0.625,0.7,0
1168,"Ma,Can",,221,3,1,1,1,0
1586,N.Mi,,124,3,1,1,1,0
449,Y.Bao,,1,3,12,0.147277,0.163277,0
1344,"Luo,F.",,64,4,1,1,1,0
424,"Sun,Xiling",,89,3,5,0.285714,0.389167,0
1103,"Huang,Xiaomeng",,118,3,1,1,1,0
1255,B.Yin,,1,7,8,0.226128,0.257548,0.001599
525,S.Jiang,,1,7,10,0.215482,0.261281,0.00308
100,"Mosch,Christian",,65,8,1,1,1,0
9,A.Y.Zomaya,,1,7,11,0.170732,0.202717,0
829,Y.Zhou,,1,9,11,0.168675,0.198901,0.003638
1514,H.Guan,,1,3,11,0.171346,0.197683,0
1439,D.Yu,,1,4,12,0.153747,0.173972,0
918,TaoXie,,171,1,1,1,1,0
496,Y.Kang,,1,3,11,0.151737,0.185044,0.000501
863,"Li,Hong-yan",,12,3,1,1,1,0
1225,GuillermoL.Taboada,,38,3,1,1,1,0
1583,J.Tai,,124,3,1,1,1,0
65,B.Wadhwa,,1,2,10,0.171223,0.194725,0
915,W.Wu,,1,4,9,0.19933,0.221444,0
873,"Chung,Tae-Sun",,186,4,1,1,1,0
1120,M.S.Iqbal,,1,2,11,0.162958,0.184361,0
948,M.Malensek,,70,2,1,1,1,0
1182,H.Shin,,1,4,11,0.152077,0.18662,0
82,"Chen,Shi-Yan",,17,6,1,1,1,0
2212,"Zhang,Ji",,25,4,7,0.29078,0.402787,0
213,"Yoon,Su-Kyung",,163,3,1,1,1,0
1418,"Zhao,N.",,18,9,4,0.5,0.638889,0.000004
1170,"Wang,Weiping",,221,3,1,1,1,0
429,"Panda,DhabaleswarK.",,170,3,2,0.666667,0.75,0
1001,GabrielAntoniu,,169,5,2,0.692308,0.777778,0
1437,Y.Ren,,1,4,12,0.153747,0.173972,0
1794,ScottKlasky,,63,7,1,1,1,0
12,T.Newhall,,11,1,1,1,1,0
263,"Al-Wesabi,OlaAhmed",,79,2,2,0.75,0.833333,0
2188,"Kim,Deok-Hwan",,10,5,1,1,1,0
2216,"Gao,Congming",,101,6,2,0.8,0.875,0
392,F.Meng,,1,6,12,0.146868,0.171359,0.000597
2118,"Somani,ArunK.",,224,1,1,1,1,0
93,P.Long,,1,5,11,0.163855,0.189442,0
1216,"Joo,Yongsoo",,127,3,1,1,1,0
1502,"Eom,H.",,18,4,6,0.3,0.411111,0
44,P.Chen,,1,6,11,0.173723,0.201819,0
1789,QingLiu,,63,7,1,1,1,0
1312,"Xie,Xia",,2,5,5,0.295455,0.391026,0
1987,"Zhao,Ming",,33,9,4,0.472222,0.681373,0.000042
761,YinlongXu,,176,3,1,1,1,0
1211,A.J.Uppal,,97,2,1,1,1,0
1488,P.Riteau,,7,2,1,1,1,0
355,M.Lee,,1,24,10,0.177944,0.241639,0.000071
1012,"Piao,Zhegao",,26,3,1,1,1,0
1802,G.Jia,,1,4,12,0.163912,0.189986,0
1931,"Xiao,Limin",,53,3,1,1,1,0
134,"Yin,Shu",,25,6,7,0.297101,0.431243,0
289,R.J.Baker,,43,2,1,1,1,0
1985,"Shu,Jiwu",,33,4,4,0.414634,0.534314,0
1879,"Lu,Yu-tong",,33,5,5,0.320755,0.490196,0
1238,K.Schwan,,1,5,12,0.138252,0.156138,0
899,"Guo,Jiayang",,25,2,9,0.182222,0.262282,0
1149,J.Romero,,181,4,1,1,1,0
619,G.Yasa,,165,2,1,1,1,0
1410,K.Xie,,1,4,12,0.157251,0.180157,0
511,"Kim,HyeongS.",,89,4,4,0.408163,0.504167,0
887,JalilBoukhobza,,22,8,1,1,1,0.000004
827,X.Meng,,1,4,12,0.144505,0.16352,0
1268,L.Hu,,1,7,13,0.130268,0.151717,0
698,"Cui,Bin",,160,4,1,1,1,0
248,H.M.Aktulga,,1,8,9,0.183571,0.217503,0
556,D.Zhang,,216,3,1,1,1,0
520,C.H.Lunde,,149,3,1,1,1,0
1177,M.Sakamoto,,95,1,2,0.538462,0.571429,0
132,BabakRavandi,,122,1,1,1,1,0
926,"Kim,Sang-Hoon",,107,2,1,1,1,0
1642,X.Ju,,1,3,11,0.171346,0.197683,0
2145,"Shen,Zhiming",,24,7,2,0.769231,0.85,0
1196,N.Bergmann,,1,6,9,0.197757,0.222404,0.000146
1311,"Wang,Xibin",,2,5,5,0.295455,0.391026,0
878,"Song,Zhenlong",,41,5,2,0.692308,0.777778,0
183,"Rao,Guozheng",,201,5,2,0.777778,0.857143,0
272,"Bolt,RoryThomas",,20,9,2,0.655172,0.736842,0
2013,"Grider,Gary",,2,6,6,0.330508,0.447863,0
924,"Lin,Han-Yi",,148,2,1,1,1,0
985,C.Engelmann,,1,5,11,0.170977,0.203039,0.000301
1480,"Aourra,K.",,132,6,1,1,1,0
1475,"Xi,Z.",,104,4,2,0.75,0.833333,0
311,K.Bergman,,31,6,1,1,1,0
1415,ZhenxueHe,,183,5,1,1,1,0
1249,R.Nou,,58,5,2,0.777778,0.857143,0
31,S.S.Vazhkudai,,1,16,10,0.198168,0.247,0.004967
498,E.L.Miller,,1,3,11,0.151737,0.185044,0.000501
273,"Bhimani,Janki",,20,9,2,0.655172,0.736842,0
1650,S.Ji,,54,1,2,0.666667,0.75,0
282,"Jiang,Hong",,25,7,7,0.259494,0.394193,0.000187
492,"Vassilakopoulos,Michael",,40,5,1,1,1,0
2136,"Lai,Wenyu",,94,2,2,0.666667,0.75,0
929,NikkitaShekhar,,57,1,1,1,1,0
742,"Lujan,M.",,178,3,1,1,1,0
2072,"Khil,Kijeong",,105,4,1,1,1,0
1171,B.Wang,,1,10,9,0.191011,0.22262,0.001892
1584,B.Sheng,,124,3,1,1,1,0
1679,Xiu-MinZhou,,55,3,1,1,1,0
933,"AlAssaf,M.",,27,5,2,0.777778,0.857143,0
1744,X.Huang,,1,5,10,0.165106,0.186969,0.000106
2199,"Zong,Ziliang",,25,3,7,0.30597,0.417015,0.000127
1345,J.K.Park,,1,2,11,0.151544,0.183959,0
712,N.Zheng,,1,5,11,0.181402,0.215186,0.000113
217,"Chen,G.",,18,2,6,0.292683,0.383333,0
558,D.J.DeWitt,,216,3,1,1,1,0
988,Z.Yang,,1,4,10,0.200844,0.237395,0.002475
688,DongkunShin,,134,2,1,1,1,0.000001
1095,"Tatemura,Junichi",,88,3,1,1,1,0
758,YubiaoPan,,176,3,1,1,1,0
2167,Y.He,,138,2,1,1,1,0
1188,"Wang,Q.",,51,3,2,0.666667,0.75,0
692,"Liu,Jingning",,76,9,2,0.714286,0.8,0.000005
313,D.Dutoit,,154,4,1,1,1,0
1060,"Lee,Sang-Won",,219,2,1,1,1,0
1068,"Huang,Yizi",,136,5,1,1,1,0
380,P.Wang,,1,14,9,0.213071,0.2506,0
1776,B.Gong,,1,3,10,0.157773,0.17204,0
932,"Alghamdi,M.",,27,5,2,0.777778,0.857143,0
2075,"Kwak,Yunsik",,105,4,1,1,1,0
559,B.Chang,,1,4,10,0.162791,0.18155,0
1626,M.Dong,,1,5,12,0.17821,0.213272,0.000114
876,"Wei,Dengping",,41,5,2,0.692308,0.777778,0
1635,"Mei,Linjun",,76,4,2,0.576923,0.633333,0
1769,"Choi,HyunJin",,179,2,1,1,1,0
1607,"Altiparmak,N.",,202,2,1,1,1,0
1173,R.Zhang,,1,5,10,0.181679,0.206399,0
1219,"Shin,KangG.",,127,3,1,1,1,0
2078,"Li,Shanshan",,130,4,1,1,1,0
462,G.J.Lee,,95,4,2,0.7,0.785714,0
1005,"You,Shaodi",,222,3,1,1,1,0
954,J.S.Vetter,,1,4,11,0.151592,0.18571,0
1066,"Liu,Yan",,136,5,1,1,1,0
322,Soo-HoCha,,32,23,1,1,1,0
2054,"Bilas,Angelos",,161,4,1,1,1,0
1820,C.Chung,,225,1,1,1,1,0
1206,B.Sendir,,34,3,1,1,1,0
199,"Tang,Yong",,2,6,5,0.302326,0.412393,0.000025
1325,"Huang,Cheng-Wei",,150,2,1,1,1,0
2121,DjillaliBoukhelef,,22,4,2,0.666667,0.75,0
1013,"Yoo,SeongJoon",,26,3,1,1,1,0
575,"Zhang,Baoquan",,48,6,2,0.75,0.833333,0
1517,JohnL.Schnase,,145,7,1,1,1,0
1904,"Teller,PatriciaJ.",,199,4,1,1,1,0
30,R.Prabhakar,,1,10,10,0.187994,0.228722,0.00035
1427,"Butt,A.",,18,9,4,0.5,0.638889,0.000004
2147,"Kochut,Andrzej",,24,7,2,0.769231,0.85,0
249,C.Yang,,1,13,9,0.198747,0.239874,0.003793
180,"Feng,Zhijie",,201,5,2,0.777778,0.857143,0
1234,S.Kannan,,1,5,12,0.138252,0.156138,0
216,"Cheng,Y.",,18,10,5,0.4,0.592361,0.000031
903,"Prabhakar,Ramya",,77,2,1,1,1,0
1739,AlirezaPoshtkohi,,193,1,1,1,1,0
824,J.Xue,,1,6,11,0.202209,0.247282,0.000025
1854,D.Wang,,209,1,1,1,1,0
947,S.W.Son,,1,3,9,0.207498,0.236932,0.001583
174,"Kwon,Youngjin",,16,5,1,1,1,0
235,WeiTong,,5,6,2,0.625,0.7,0
1282,"Song,Huaiming",,2,4,6,0.330508,0.430769,0
1401,"Kato,Shinpei",,49,2,1,1,1,0
2025,B.Metzler,,66,15,1,1,1,0
1770,"Park,Doo-Soon",,179,2,1,1,1,0
1271,T.Yemliha,,1,3,10,0.172401,0.200701,0.000002
2193,"Raju,RaghuNandi",,25,4,9,0.20098,0.287853,0
1281,"He,Jun",,2,9,6,0.345133,0.494872,0.000007
551,"Xie,Chang-sheng",,25,5,5,0.369369,0.45935,0.000283
909,C.Hong,,1,5,11,0.163181,0.191977,0
361,H.Joo,,1,24,10,0.177944,0.241639,0.000071
239,H.Jiang,,1,6,12,0.163799,0.188824,0
277,"Chen,Haopeng",,44,4,1,1,1,0
1322,"Roy,Amitabha",,192,3,1,1,1,0
1673,G.Yan,,1,3,12,0.159839,0.181333,0
1350,"Carretero,Jesus",,80,5,1,1,1,0.000004
1004,"Huang,Hao",,222,3,1,1,1,0
1165,"Shankar,Dipti",,170,5,2,0.857143,0.916667,0
80,"Song,Zhi-Tang",,17,6,1,1,1,0
1065,"Tari,Abdelkamel",,142,3,1,1,1,0
1131,"Wang,Wei",,52,5,1,1,1,0
1263,A.Maruf,,1,7,13,0.130268,0.151717,0
980,C.Wang,,1,5,11,0.170977,0.203039,0.000301
171,H.Bahn,,1,3,12,0.140206,0.171408,0.000336
2112,"Kim,JaeEun",,89,6,5,0.392157,0.5425,0
1315,"Cao,Wenzhi",,2,5,5,0.295455,0.391026,0
2129,"Lin,Yanping",,25,3,9,0.183036,0.274477,0
1999,"Curioni,Alessandro",,91,14,1,1,1,0
77,"Chen,Xiao-Gang",,17,6,1,1,1,0
1352,K.K.Matam,,1,7,11,0.160215,0.18587,0
1725,Z.Yao,,205,2,1,1,1,0
2076,"Cheong,Seungkook",,105,4,1,1,1,0
802,TongZhang,,191,3,1,1,1,0
1406,"Pirahandeh,M.",,78,3,1,1,1,0
329,Hyun-KyungKim,,32,23,1,1,1,0
38,"Butt,AliR.",,190,2,1,1,1,0
1898,LijuanLu,,72,4,2,0.833333,0.9,0
20,"Zhao,Yuelong",,226,1,1,1,1,0
21,"Lu,Zheng-Wu",,75,2,1,1,1,0
2086,"Prada,Laura",,80,3,2,0.714286,0.8,0
96,"Neuer,Matthias",,65,8,1,1,1,0
1358,M.Annavaram,,1,7,11,0.160215,0.18587,0
1927,"Xue,ChunJason",,101,8,1,1,1,0.000004
1289,"Haffmans,WouterJ.",,146,1,1,1,1,0
940,"Kim,Jik-Soo",,89,4,3,0.47619,0.55,0.000013
646,T.Cai,,1,5,12,0.149123,0.172699,0
1243,YuZhang,,169,4,2,0.642857,0.722222,0
563,H.Li,,1,10,9,0.189641,0.21918,0.002276
1935,"Zhang,Z.",,100,4,1,1,1,0
1198,YiOu,,111,3,2,0.666667,0.75,0
126,"Mithal,A.",,86,2,2,0.55,0.590909,0
192,"Enes,Jonatan",,162,3,1,1,1,0
809,L.Chang,,1,5,9,0.201098,0.227796,0.000183
1133,"Wu,Heng",,52,5,1,1,1,0
242,Q.Zhang,,1,6,12,0.163799,0.188824,0
848,A.Sivasubramaniam,,1,5,10,0.155912,0.179493,0
1592,"Lu,Yin",,2,11,5,0.419355,0.559402,0.000007
2152,"Fuller,Nicholas",,24,7,2,0.769231,0.85,0
148,X.He,,1,8,10,0.196613,0.229849,0.003454
1559,"Dong,B.",,36,4,2,0.75,0.833333,0
316,P.Vivet,,154,4,1,1,1,0
774,"Nie,Shiqiang",,15,6,1,1,1,0
769,DuoLiu,,153,4,1,1,1,0
191,"Wu,Lizhou",,37,5,2,0.647059,0.727273,0
1929,"Dong,Bin",,53,3,1,1,1,0
1058,W.Zheng,,1,4,9,0.226559,0.265344,0.001362
1499,"Koo,D.",,18,4,6,0.3,0.411111,0
1518,DanielQ.Duffy,,145,7,1,1,1,0
367,D.Byeon,,1,24,10,0.177944,0.241639,0.000071
1024,"He,Shuibing",,2,3,6,0.322314,0.409402,0
590,C.Small,,50,8,1,1,1,0
464,G.Ju,,1,4,10,0.174743,0.201814,0
2065,"Jiang,Yanbing",,9,3,2,0.571429,0.625,0
1264,F.B.Yusuf,,1,7,13,0.130268,0.151717,0
347,S.Yu,,1,24,10,0.177944,0.241639,0.000071
270,"Mayers,Clay",,20,9,2,0.655172,0.736842,0
2021,F.Schuermann,,66,15,1,1,1,0
1907,"Nadgowda,ShripadJ.",,6,4,1,1,1,0
2028,J.Fenkes,,66,15,1,1,1,0
1354,H.V.K.G.Narra,,1,7,11,0.160215,0.18587,0
19,"Liu,Lin",,226,1,1,1,1,0
1982,"Wang,W.",,36,2,2,0.6,0.666667,0
51,J.Majors,,1,6,12,0.142217,0.161241,0
505,"Kim,Taeseok",,198,2,1,1,1,0
1180,H.Jeong,,1,4,11,0.152077,0.18662,0
1226,JuanTouriño,,38,3,1,1,1,0
1920,"Vandenbergen,Nicolas",,29,4,1,1,1,0
1980,"Zhou,J.",,36,2,2,0.6,0.666667,0
831,Z.Qin,,1,6,11,0.200168,0.24409,0.000183
1539,"Ignacio,BrianA.",,9,2,2,0.545455,0.583333,0
624,G.Panagiotakis,,128,2,2,0.6,0.666667,0
2166,Y.Leung,,1,3,9,0.194603,0.216362,0.000227
1562,A.A.McEwan,,108,1,1,1,1,0
1605,"Tomes,E.",,202,2,1,1,1,0
22,"Wang,Yu-De",,75,2,1,1,1,0
1952,Y.Tian,,1,7,10,0.189566,0.221252,0.000507
664,T.Yu-An,,1,1,13,0.140247,0.156542,0
633,D.H.Kang,,1,5,13,0.117357,0.137131,0.000502
1332,F.Singhoff,,73,3,2,0.714286,0.8,0
997,XiaoLing,,169,5,2,0.692308,0.777778,0
853,"Hardock,Sergey",,71,3,1,1,1,0
503,"Ko,Byeungkeun",,198,2,1,1,1,0
403,D.Meng,,1,5,10,0.205349,0.245152,0
1654,"Lee,J.B.",,86,3,3,0.5,0.590909,0
452,H.Choi,,1,1,13,0.122997,0.140902,0
1991,"Lin,Li",,114,4,1,1,1,0
210,"Ren,Yongjian",,115,6,1,1,1,0
725,"Shen,Biaobiao",,90,3,2,0.714286,0.8,0
1031,F.Yang,,68,5,2,0.666667,0.75,0
0,H.Chen,,1,6,11,0.1711,0.205567,0.000705
1061,"Moon,Bongki",,219,2,1,1,1,0
1791,JongChoi,,63,7,1,1,1,0
1823,H.Cho,,147,2,1,1,1,0
978,H.Jin,,1,9,8,0.236228,0.264691,0.005685
2233,"Li,Keqin",,56,2,2,0.625,0.7,0
69,W.Chen,,1,5,11,0.163855,0.189442,0
1039,M.Yoshimi,,158,5,1,1,1,0
1233,Y.Cheng,,1,1,10,0.173343,0.192315,0
1038,"Xiaoli,Lin",,174,1,1,1,1,0
74,"Yu,Yu-Cheng",,135,2,2,0.6,0.666667,0
2022,J.Biddiscombe,,66,15,1,1,1,0
2077,"Lin,Bin",,130,4,1,1,1,0
1831,G.Wu,,1,4,12,0.154596,0.184452,0
315,I.Miro-Panades,,154,4,1,1,1,0
914,Y.Zhang,,1,13,8,0.235994,0.270091,0.012947
1699,G.Xu,,1,5,11,0.193339,0.234131,0.001837
1002,"Zhang,Diming",,222,3,1,1,1,0
388,K.Ganesh,,1,3,11,0.173596,0.21859,0.002035
1029,Y.Liu,,1,2,10,0.169757,0.18678,0
572,"Wu,Fenggang",,48,6,2,0.75,0.833333,0
2040,"Zhang,Zhe",,24,10,1,1,1,0.000015
1936,"Zhang,A.",,100,4,1,1,1,0
1896,D.Voigt,,194,3,1,1,1,0
2219,"Zhuge,Qingfeng",,101,6,2,0.8,0.875,0
2011,"Bent,John",,2,6,6,0.330508,0.447863,0
920,"Kim,Yi-Reun",,168,2,1,1,1,0
1715,H.C.B.Chan,,1,5,11,0.203072,0.246748,0.000276
2027,P.Morjan,,66,15,1,1,1,0
258,YousefNijim,,21,2,1,1,1,0
1856,P.Gonzalez-Ferez,,58,2,2,0.583333,0.642857,0
284,"Tian,Lei",,25,4,7,0.246988,0.337282,0
2037,"Liu,Ke",,4,3,2,0.8,0.875,0
1416,XiaolingRong,,183,5,1,1,1,0
4,Y.Tang,,1,10,11,0.174168,0.21058,0.000406
344,D.Na,,1,24,10,0.177944,0.241639,0.000071
1558,"Byna,S.",,36,4,2,0.75,0.833333,0
140,"Qin,Xiao",,25,19,6,0.394231,0.628455,0.000431
1017,JianxinLi,,61,5,1,1,1,0
129,"Wang,Jiangtao",,94,4,1,1,1,0.000001
1632,H.Tan,,1,3,12,0.14433,0.164341,0.000336
299,J.H.Chun,,1,7,12,0.148472,0.188872,0
1403,"Kim,D.-H.",,78,3,1,1,1,0
1493,T.Zhou,,1,5,8,0.203593,0.229539,0.00135
1185,O.Tatebe,,143,5,1,1,1,0.000005
1326,"Chang,Chen-Yu",,150,2,1,1,1,0
1114,Jin-SooKim,,152,4,1,1,1,0
1047,N.Islam,,99,4,2,0.7,0.785714,0
482,R.Xu,,83,7,1,1,1,0.000007
2119,OyindamolaO.Akande,,223,1,1,1,1,0
2185,"Woo,Youngjoo",,10,5,1,1,1,0
83,"Kim,Seonbong",,188,1,1,1,1,0
200,"Zhao,Gansen",,2,4,5,0.29771,0.386752,0
1924,"An,Hong",,2,2,5,0.348214,0.401282,0
1553,H.H.W.Chan,,1,3,11,0.16482,0.191714,0
1678,Zhao-MengZhu,,55,3,1,1,1,0
999,WenzhiCao,,169,5,2,0.692308,0.777778,0
1710,JiWuShu,,137,6,1,1,1,0
1102,"Xu,Chuncong",,118,3,1,1,1,0
632,K.Kwon,,1,2,14,0.105077,0.118058,0
680,Y.Fu,,1,4,10,0.173659,0.196167,0.000671
502,"Jun,Kyungkoo",,227,0,0,0,0,0
1656,U.Yoon,,1,2,10,0.196776,0.230278,0.006375
536,"Wu,W.",,51,4,2,0.75,0.833333,0
1179,J.Ryu,,1,4,11,0.152077,0.18662,0
1821,H.Hsu,,225,1,1,1,1,0
1057,X.Jiang,,1,4,9,0.226559,0.265344,0.001362
1782,"Meng,Xiao-Dong",,9,6,2,0.666667,0.75,0
867,"Nath,Suman",,126,1,1,1,1,0
2044,"Li,Wenji",,33,5,5,0.354167,0.52451,0
1550,G.Yadgar,,206,2,1,1,1,0
1707,WeiXue,,137,6,1,1,1,0
366,H.Yang,,1,24,10,0.177944,0.241639,0.000071
1806,N.Jain,,197,1,1,1,1,0
1971,K.Hu,,1,3,9,0.219254,0.247574,0.003772
1902,"Arunagiri,Sarala",,199,4,1,1,1,0
650,Q.He,,1,5,12,0.149123,0.172699,0
2002,"Fenkes,Joachim",,91,14,1,1,1,0
432,"Moon,YoungJe",,35,6,1,1,1,0
1793,MattWolf,,63,7,1,1,1,0
1020,HanqingLiu,,61,5,1,1,1,0
1286,"Zhang,Xuechen",,4,4,1,1,1,0
1648,"Yu,Chen",,2,5,3,0.458824,0.512821,0.000074
1574,M.Guo,,1,3,9,0.202985,0.231538,0.001157
871,"Kim,Youngjae",,186,4,1,1,1,0
1462,X.Zhao,,1,5,11,0.195402,0.236924,0.001583
934,"Ruan,X.",,27,5,2,0.777778,0.857143,0
2174,"Patrick,ChristinaM.",,151,3,2,0.636364,0.714286,0
889,StéphaneRubini,,22,5,2,0.727273,0.8125,0
1561,"Chen,Y.",,36,6,1,1,1,0.000006
1542,AlistairA.McEwan,,93,1,1,1,1,0
474,T.Yang,,1,4,11,0.163014,0.18526,0
859,"Lui,JohnC.S.",,90,2,2,0.625,0.7,0
2030,L.Schneidenbach,,66,15,1,1,1,0
27,S.He,,1,4,10,0.183218,0.208228,0.00013
1709,HuangHuang,,137,6,1,1,1,0
1913,"Wang,Yufeng",,20,4,3,0.487179,0.561404,0
280,"Hu,Fei",,44,4,1,1,1,0
568,K.Li,,1,6,10,0.179894,0.210281,0.000838
2133,"Zhang,Yinghui",,47,4,2,0.642857,0.722222,0
557,J.M.Patel,,216,3,1,1,1,0
1429,G.Antoniu,,82,4,1,1,1,0
1771,M.Frasca,,1,3,10,0.171841,0.198215,0
70,S.Yang,,1,6,11,0.163912,0.190492,0.000336
1729,"Zhang,Yong-Le",,144,5,1,1,1,0
1778,Y.C.Tay,,1,3,10,0.157773,0.17204,0
1513,J.Dai,,1,3,11,0.171346,0.197683,0
1909,"Gupta,Sanchit",,6,4,1,1,1,0
122,LaurenceT.Yang,,5,9,2,0.714286,0.8,0.000002
1423,"Wan,J.",,18,9,4,0.5,0.638889,0.000004
2170,XuechenZhang,,87,3,1,1,1,0
675,C.Li,,1,15,11,0.182585,0.237699,0.003477
1959,M.Wolf,,1,7,10,0.189566,0.221252,0.000507
1378,M.Stuart,,1,2,11,0.164421,0.182226,0
413,ZhenHe,,172,1,1,1,1,0
1905,"Portillo,RicardoA.",,199,4,1,1,1,0
2088,"Garcia,J.Daniel",,80,3,2,0.714286,0.8,0
1339,H.Tang,,1,10,10,0.191472,0.226468,0.000232
1341,"Ligon,W.B.",,64,4,1,1,1,0
359,J.Kim,,1,32,10,0.178478,0.250043,0.00238
345,J.Shin,,1,24,10,0.177944,0.241639,0.000071
1546,"Oral,S.",,18,5,4,0.5,0.576389,0.000014
1070,"Peng,Xin",,136,5,1,1,1,0
421,Y.Kee,,1,4,12,0.131966,0.154411,0.000671
489,C.Chen,,1,6,9,0.204204,0.231093,0.003817
441,"Zhang,Wei-Gong",,166,4,1,1,1,0
1816,GauharEramShaikh,,220,1,1,1,1,0
640,"Xi,Zaifa",,25,3,8,0.21466,0.311876,0
478,L.Lin,,1,5,10,0.177017,0.20355,0.001363
813,A.S.Lebrecht,,155,2,1,1,1,0
834,Q.Wang,,1,6,11,0.200168,0.24409,0.000183
1803,G.Han,,1,4,12,0.163912,0.189986,0
1889,B.S.An,,120,2,1,1,1,0
1623,"Evans,David",,20,3,3,0.475,0.535088,0
1867,B.VanEssen,,200,3,1,1,1,0
327,Han-SungJoo,,32,23,1,1,1,0
162,"Ou,Yi",,103,1,1,1,1,0
1442,GaoxiangXu,,5,7,2,0.652174,0.733333,0
778,"Wang,Yinfeng",,15,6,1,1,1,0
1190,C.Xiao,,1,6,9,0.197757,0.222404,0.000146
1239,H.Abbasi,,1,10,11,0.160162,0.187034,0.001666
304,A.Herkersdorf,,213,4,1,1,1,0
442,"Liu,Zhuo",,113,2,1,1,1,0
760,HuizhenZhang,,176,3,1,1,1,0
1950,S.H.Baek,,185,1,1,1,1,0
73,"Chang,Hsung-Pin",,135,6,1,1,1,0.000008
1067,"Huang,Xin",,136,5,1,1,1,0
1784,"Guo,Min-Yi",,9,6,2,0.666667,0.75,0
204,"Han,Hyuck",,89,10,4,0.540541,0.704167,0.000059
24,"Al-wesabi,OlaA.",,79,2,2,0.75,0.833333,0
340,ChanghyunKim,,32,23,1,1,1,0
